,Min Delay
15004,Short Delay
2921,Long Delay
2638,Short Delay
5678,Medium Delay
16982,Medium Delay
13765,Medium Delay
33228,Short Delay
27166,Medium Delay
33367,Long Delay
11948,Medium Delay
6160,Medium Delay
34386,Medium Delay
24277,Medium Delay
26339,Medium Delay
243,Short Delay
22749,Long Delay
9692,Medium Delay
10890,Short Delay
9791,Medium Delay
26080,Short Delay
4532,Medium Delay
18,Short Delay
4111,Short Delay
18341,Short Delay
21823,Short Delay
24853,Short Delay
32013,Medium Delay
18658,Medium Delay
4481,Long Delay
27263,Medium Delay
13909,Short Delay
16187,Medium Delay
1368,Medium Delay
29517,Medium Delay
11649,Short Delay
30636,Short Delay
33405,Short Delay
7211,Medium Delay
4268,Short Delay
17378,Short Delay
10839,Medium Delay
31966,Short Delay
24864,Medium Delay
28413,Medium Delay
25058,Medium Delay
12769,Short Delay
29504,Medium Delay
11158,Medium Delay
24099,Long Delay
24487,Medium Delay
33100,Medium Delay
3703,Short Delay
19115,Short Delay
26178,Medium Delay
24581,Short Delay
22265,Medium Delay
13972,Medium Delay
31717,Long Delay
9734,Medium Delay
18788,Short Delay
9287,Short Delay
26519,Short Delay
452,Medium Delay
26662,Long Delay
28021,Long Delay
2765,Short Delay
23417,Short Delay
3453,Short Delay
10163,Short Delay
35254,Medium Delay
29574,Short Delay
18571,Medium Delay
5061,Short Delay
24060,Short Delay
14783,Long Delay
25010,Medium Delay
14866,Short Delay
30653,Short Delay
30364,Medium Delay
23995,Long Delay
28087,Medium Delay
29298,Long Delay
27128,Medium Delay
34865,Short Delay
33606,Long Delay
17565,Medium Delay
34361,Short Delay
17652,Short Delay
24661,Medium Delay
25730,Short Delay
31887,Medium Delay
24650,Short Delay
20439,Short Delay
31185,Long Delay
27255,Short Delay
32348,Long Delay
5688,Short Delay
17123,Medium Delay
14873,Medium Delay
16795,Short Delay
29431,Short Delay
7511,Medium Delay
28380,Medium Delay
15372,Short Delay
30160,Short Delay
11963,Medium Delay
31069,Short Delay
28944,Short Delay
30872,Medium Delay
27108,Short Delay
10352,Medium Delay
3551,Medium Delay
23656,Short Delay
8500,Medium Delay
33086,Medium Delay
18208,Short Delay
28990,Long Delay
31765,Medium Delay
1399,Short Delay
17918,Medium Delay
28977,Medium Delay
11381,Short Delay
18462,Long Delay
32050,Medium Delay
17563,Short Delay
1103,Long Delay
18329,Medium Delay
4984,Short Delay
25717,Medium Delay
8703,Medium Delay
6651,Short Delay
32662,Short Delay
29884,Medium Delay
20505,Short Delay
32850,Long Delay
27591,Short Delay
28723,Short Delay
2796,Long Delay
34451,Short Delay
26664,Short Delay
2861,Medium Delay
3905,Short Delay
23616,Short Delay
21819,Short Delay
11464,Medium Delay
26055,Long Delay
21308,Short Delay
3808,Short Delay
6669,Short Delay
25245,Short Delay
22519,Long Delay
23231,Short Delay
12480,Short Delay
28813,Medium Delay
381,Medium Delay
27902,Medium Delay
25808,Medium Delay
31138,Short Delay
24261,Short Delay
18480,Short Delay
35035,Short Delay
29435,Medium Delay
8402,Medium Delay
19323,Short Delay
31678,Medium Delay
13994,Short Delay
16683,Medium Delay
10380,Medium Delay
25350,Short Delay
1604,Medium Delay
31654,Medium Delay
8109,Short Delay
7984,Medium Delay
20022,Short Delay
20108,Short Delay
221,Short Delay
12277,Medium Delay
9495,Medium Delay
16910,Medium Delay
25222,Medium Delay
20854,Medium Delay
10909,Short Delay
24090,Short Delay
4012,Medium Delay
3297,Medium Delay
8511,Medium Delay
19714,Medium Delay
17686,Short Delay
26673,Long Delay
1292,Medium Delay
9902,Long Delay
20908,Short Delay
27847,Short Delay
4653,Long Delay
14756,Long Delay
5991,Short Delay
9033,Short Delay
3053,Long Delay
32335,Short Delay
31672,Short Delay
21347,Medium Delay
23364,Medium Delay
12451,Short Delay
5389,Short Delay
2003,Medium Delay
9213,Short Delay
17410,Short Delay
23437,Medium Delay
17157,Short Delay
1311,Long Delay
5866,Medium Delay
24575,Medium Delay
1394,Short Delay
1025,Medium Delay
5081,Long Delay
31404,Medium Delay
5187,Medium Delay
31133,Short Delay
31481,Long Delay
2769,Long Delay
33742,Short Delay
26337,Short Delay
23751,Medium Delay
13379,Short Delay
19034,Medium Delay
16813,Short Delay
16109,Short Delay
22434,Medium Delay
29810,Medium Delay
13934,Short Delay
24200,Short Delay
7965,Medium Delay
30620,Medium Delay
7648,Medium Delay
20806,Short Delay
24167,Short Delay
23783,Long Delay
18232,Medium Delay
20501,Medium Delay
22509,Medium Delay
16425,Short Delay
3878,Medium Delay
30583,Short Delay
31577,Medium Delay
32589,Short Delay
18855,Short Delay
33013,Medium Delay
6132,Short Delay
25206,Short Delay
13239,Medium Delay
33995,Medium Delay
23143,Long Delay
4214,Medium Delay
9257,Medium Delay
34034,Medium Delay
35063,Medium Delay
5241,Short Delay
8848,Medium Delay
28819,Short Delay
3575,Short Delay
9276,Medium Delay
10582,Short Delay
18235,Medium Delay
8544,Medium Delay
13364,Short Delay
1545,Short Delay
16373,Short Delay
5694,Long Delay
34327,Medium Delay
26289,Short Delay
27382,Medium Delay
27656,Long Delay
28644,Short Delay
20430,Medium Delay
1024,Short Delay
7312,Short Delay
23753,Long Delay
28886,Short Delay
24648,Short Delay
6856,Short Delay
22566,Short Delay
5804,Medium Delay
5132,Short Delay
16014,Short Delay
23180,Short Delay
27097,Short Delay
32238,Medium Delay
8715,Short Delay
3853,Short Delay
17310,Short Delay
882,Short Delay
6039,Short Delay
12726,Medium Delay
11575,Medium Delay
20664,Short Delay
14093,Short Delay
1426,Medium Delay
17148,Medium Delay
2348,Short Delay
27053,Short Delay
20344,Short Delay
28826,Short Delay
9548,Short Delay
6572,Medium Delay
14320,Short Delay
24606,Short Delay
16653,Short Delay
29888,Short Delay
8564,Short Delay
5741,Short Delay
11899,Short Delay
31895,Short Delay
33196,Short Delay
32484,Medium Delay
22516,Medium Delay
27625,Short Delay
3709,Long Delay
21624,Medium Delay
6974,Long Delay
25658,Short Delay
14250,Short Delay
9908,Medium Delay
4157,Medium Delay
6947,Short Delay
19210,Medium Delay
23190,Short Delay
3460,Short Delay
9452,Long Delay
13537,Short Delay
23779,Medium Delay
2350,Long Delay
33997,Short Delay
33007,Long Delay
1462,Long Delay
4266,Medium Delay
21023,Short Delay
16894,Short Delay
13107,Short Delay
1910,Short Delay
628,Medium Delay
9804,Medium Delay
12672,Short Delay
20913,Long Delay
10435,Short Delay
16733,Medium Delay
15121,Short Delay
30165,Short Delay
32439,Short Delay
30882,Medium Delay
33534,Short Delay
11296,Short Delay
34723,Short Delay
1845,Short Delay
32596,Medium Delay
21233,Medium Delay
21642,Long Delay
11199,Medium Delay
3451,Medium Delay
20384,Short Delay
35187,Medium Delay
8533,Medium Delay
22091,Short Delay
15628,Short Delay
23785,Medium Delay
13512,Medium Delay
12810,Short Delay
6626,Medium Delay
35096,Short Delay
17604,Medium Delay
27684,Short Delay
26748,Short Delay
4899,Long Delay
7208,Short Delay
24948,Short Delay
12880,Short Delay
1615,Medium Delay
18978,Short Delay
12039,Short Delay
23542,Medium Delay
33229,Short Delay
10146,Short Delay
3756,Short Delay
17861,Medium Delay
23429,Medium Delay
30842,Medium Delay
17181,Short Delay
24072,Medium Delay
15518,Medium Delay
16405,Medium Delay
8611,Long Delay
6594,Medium Delay
23405,Short Delay
10765,Short Delay
13099,Medium Delay
21256,Medium Delay
17891,Short Delay
9966,Medium Delay
21045,Short Delay
9879,Medium Delay
4137,Medium Delay
11748,Medium Delay
24173,Medium Delay
33037,Short Delay
20258,Medium Delay
33413,Medium Delay
22014,Short Delay
17556,Medium Delay
18924,Long Delay
18138,Long Delay
12548,Medium Delay
17580,Long Delay
29612,Medium Delay
2371,Short Delay
34018,Short Delay
3410,Medium Delay
12857,Long Delay
21617,Short Delay
19930,Medium Delay
19873,Short Delay
11885,Short Delay
24014,Medium Delay
7331,Short Delay
4691,Medium Delay
31046,Short Delay
12983,Long Delay
18936,Long Delay
5682,Short Delay
3855,Short Delay
33172,Short Delay
1973,Medium Delay
34698,Long Delay
16156,Medium Delay
29637,Medium Delay
4237,Medium Delay
4929,Long Delay
25189,Medium Delay
3733,Short Delay
7515,Short Delay
4881,Long Delay
18619,Short Delay
5323,Short Delay
21696,Short Delay
21816,Short Delay
31014,Medium Delay
22006,Short Delay
27493,Medium Delay
18022,Short Delay
31707,Medium Delay
30955,Short Delay
21926,Short Delay
12478,Short Delay
17977,Short Delay
29632,Long Delay
27483,Medium Delay
9186,Short Delay
22365,Short Delay
30089,Short Delay
29540,Short Delay
25143,Medium Delay
4242,Medium Delay
30453,Short Delay
19864,Short Delay
11684,Short Delay
31319,Medium Delay
24675,Long Delay
22196,Short Delay
22667,Short Delay
27161,Short Delay
24314,Medium Delay
7173,Short Delay
27090,Short Delay
11696,Medium Delay
33955,Medium Delay
1773,Short Delay
23068,Medium Delay
30537,Long Delay
506,Medium Delay
19406,Medium Delay
6025,Short Delay
30128,Short Delay
2153,Medium Delay
19198,Medium Delay
3579,Medium Delay
19667,Medium Delay
2606,Short Delay
30557,Medium Delay
29251,Short Delay
18472,Medium Delay
22970,Short Delay
4215,Short Delay
34282,Medium Delay
16566,Medium Delay
17970,Medium Delay
5536,Short Delay
35231,Medium Delay
14421,Short Delay
6867,Short Delay
9481,Medium Delay
18500,Short Delay
18795,Short Delay
2151,Medium Delay
27211,Medium Delay
33591,Short Delay
35204,Medium Delay
26681,Short Delay
13066,Medium Delay
30319,Short Delay
2845,Short Delay
32344,Short Delay
20499,Short Delay
33674,Medium Delay
4739,Medium Delay
26566,Short Delay
23268,Long Delay
2004,Short Delay
25244,Medium Delay
12090,Medium Delay
2730,Short Delay
6344,Short Delay
31144,Short Delay
18171,Short Delay
3425,Medium Delay
10110,Short Delay
23355,Short Delay
16079,Long Delay
32583,Short Delay
23365,Short Delay
30895,Long Delay
20153,Medium Delay
22603,Short Delay
34214,Medium Delay
29304,Short Delay
6746,Medium Delay
17482,Short Delay
14348,Short Delay
33972,Short Delay
16318,Medium Delay
5835,Short Delay
9295,Short Delay
19983,Short Delay
30725,Short Delay
19382,Medium Delay
4536,Long Delay
333,Short Delay
13572,Long Delay
9518,Short Delay
12740,Medium Delay
23869,Short Delay
25909,Short Delay
19583,Short Delay
25183,Medium Delay
18686,Short Delay
20152,Medium Delay
12352,Long Delay
25185,Medium Delay
14855,Short Delay
896,Short Delay
8298,Short Delay
19833,Short Delay
33076,Short Delay
6883,Medium Delay
35234,Medium Delay
18682,Short Delay
4403,Medium Delay
11123,Medium Delay
24329,Long Delay
19429,Short Delay
28341,Short Delay
19085,Short Delay
25042,Medium Delay
14605,Medium Delay
28932,Medium Delay
12545,Medium Delay
8013,Short Delay
25820,Medium Delay
7510,Short Delay
16934,Medium Delay
27761,Short Delay
13047,Medium Delay
25779,Medium Delay
3369,Short Delay
9507,Short Delay
11124,Medium Delay
23290,Short Delay
6978,Medium Delay
20909,Long Delay
11934,Long Delay
6079,Short Delay
15650,Short Delay
33252,Medium Delay
21262,Short Delay
13971,Short Delay
2494,Medium Delay
32996,Long Delay
21064,Medium Delay
11761,Short Delay
33520,Medium Delay
9489,Medium Delay
10789,Medium Delay
26649,Short Delay
27960,Short Delay
32248,Medium Delay
11945,Short Delay
31791,Medium Delay
577,Short Delay
9783,Short Delay
4456,Short Delay
12231,Long Delay
34328,Short Delay
16033,Short Delay
27420,Short Delay
27496,Short Delay
26039,Medium Delay
33378,Medium Delay
4145,Medium Delay
22514,Medium Delay
24054,Medium Delay
13251,Short Delay
29343,Short Delay
9532,Short Delay
33761,Short Delay
15457,Medium Delay
6989,Short Delay
32685,Medium Delay
34146,Short Delay
34456,Short Delay
12815,Short Delay
12241,Short Delay
24133,Short Delay
29239,Short Delay
31479,Short Delay
5330,Short Delay
26661,Medium Delay
6834,Short Delay
2199,Medium Delay
2038,Short Delay
14054,Short Delay
18363,Medium Delay
9785,Short Delay
27935,Medium Delay
21900,Medium Delay
10249,Short Delay
28334,Short Delay
23575,Short Delay
16912,Medium Delay
27201,Medium Delay
10171,Short Delay
13598,Short Delay
20072,Short Delay
22406,Short Delay
15371,Short Delay
26898,Long Delay
13869,Medium Delay
33879,Short Delay
14555,Medium Delay
28970,Short Delay
5198,Medium Delay
19489,Short Delay
13862,Long Delay
9633,Medium Delay
5937,Medium Delay
22556,Medium Delay
28099,Short Delay
9540,Long Delay
19693,Short Delay
11428,Short Delay
13669,Short Delay
30037,Short Delay
16549,Long Delay
14357,Medium Delay
29027,Medium Delay
15201,Short Delay
11461,Long Delay
15768,Medium Delay
10686,Medium Delay
30657,Medium Delay
5821,Medium Delay
13202,Long Delay
32028,Short Delay
24970,Short Delay
8589,Short Delay
2859,Short Delay
6992,Short Delay
5249,Short Delay
6293,Short Delay
15598,Medium Delay
30188,Medium Delay
12050,Short Delay
12431,Short Delay
7662,Short Delay
2235,Medium Delay
29452,Medium Delay
27844,Short Delay
28890,Medium Delay
5359,Medium Delay
17276,Medium Delay
14784,Long Delay
20951,Medium Delay
29596,Short Delay
4201,Short Delay
30259,Medium Delay
16074,Short Delay
30229,Short Delay
743,Medium Delay
11946,Medium Delay
16078,Medium Delay
1917,Short Delay
14183,Short Delay
16029,Short Delay
15620,Medium Delay
25464,Medium Delay
299,Short Delay
28866,Medium Delay
16808,Medium Delay
26770,Short Delay
21026,Medium Delay
148,Short Delay
7347,Short Delay
388,Short Delay
22166,Medium Delay
26203,Short Delay
32801,Short Delay
7426,Short Delay
26242,Medium Delay
6483,Medium Delay
26248,Long Delay
248,Long Delay
16492,Short Delay
29063,Long Delay
4962,Medium Delay
25048,Short Delay
29690,Short Delay
22733,Long Delay
8960,Long Delay
7153,Short Delay
1900,Medium Delay
20414,Long Delay
4440,Medium Delay
939,Short Delay
28292,Medium Delay
29575,Medium Delay
431,Medium Delay
34525,Short Delay
24833,Short Delay
3485,Short Delay
804,Short Delay
12350,Medium Delay
5469,Short Delay
19219,Short Delay
21732,Short Delay
3023,Short Delay
15076,Short Delay
1066,Medium Delay
11029,Short Delay
17863,Long Delay
6324,Medium Delay
22157,Medium Delay
6945,Short Delay
319,Short Delay
11373,Medium Delay
18035,Long Delay
11121,Short Delay
21028,Short Delay
13588,Medium Delay
30149,Medium Delay
22090,Medium Delay
26368,Medium Delay
4797,Short Delay
29246,Short Delay
8417,Medium Delay
2135,Medium Delay
11211,Short Delay
27696,Medium Delay
35027,Medium Delay
33985,Short Delay
19848,Medium Delay
14099,Short Delay
10260,Short Delay
25566,Medium Delay
9154,Short Delay
16352,Medium Delay
2236,Medium Delay
29042,Medium Delay
4410,Medium Delay
9889,Medium Delay
3379,Long Delay
5791,Short Delay
11006,Long Delay
22940,Long Delay
30326,Long Delay
35209,Short Delay
5956,Short Delay
19986,Medium Delay
2101,Medium Delay
1417,Medium Delay
9948,Short Delay
25271,Long Delay
23353,Long Delay
16678,Medium Delay
10701,Short Delay
25660,Medium Delay
13657,Short Delay
15283,Medium Delay
25885,Short Delay
1644,Medium Delay
34065,Short Delay
24405,Medium Delay
34654,Short Delay
19650,Short Delay
31964,Short Delay
30572,Short Delay
34942,Long Delay
18560,Medium Delay
6335,Long Delay
27833,Long Delay
30520,Short Delay
28557,Long Delay
35002,Short Delay
10124,Short Delay
26132,Medium Delay
27576,Medium Delay
2306,Short Delay
30094,Medium Delay
24643,Medium Delay
2880,Short Delay
18446,Short Delay
1471,Short Delay
12012,Long Delay
5409,Short Delay
9133,Short Delay
9673,Medium Delay
21001,Medium Delay
25073,Medium Delay
33071,Medium Delay
8058,Medium Delay
1316,Medium Delay
14485,Medium Delay
21537,Medium Delay
29994,Medium Delay
8224,Medium Delay
4670,Medium Delay
8464,Short Delay
12208,Medium Delay
10332,Short Delay
3335,Short Delay
2784,Short Delay
6210,Long Delay
17810,Medium Delay
26361,Short Delay
17500,Short Delay
24615,Short Delay
31326,Short Delay
17280,Short Delay
2534,Medium Delay
3128,Medium Delay
30780,Short Delay
13726,Medium Delay
5367,Medium Delay
10177,Medium Delay
27683,Short Delay
22844,Short Delay
5769,Medium Delay
28744,Medium Delay
1936,Short Delay
13738,Long Delay
20186,Short Delay
6179,Long Delay
20223,Short Delay
9959,Long Delay
30911,Short Delay
10230,Short Delay
4571,Medium Delay
30542,Short Delay
32059,Short Delay
34507,Short Delay
3884,Short Delay
26287,Short Delay
9646,Short Delay
21574,Short Delay
24152,Short Delay
33522,Short Delay
11024,Short Delay
17877,Long Delay
29485,Medium Delay
26048,Long Delay
29052,Short Delay
24908,Medium Delay
14702,Short Delay
685,Medium Delay
2536,Medium Delay
592,Short Delay
32673,Medium Delay
22254,Medium Delay
24644,Long Delay
25363,Medium Delay
24213,Short Delay
32516,Short Delay
19808,Medium Delay
26856,Medium Delay
6990,Short Delay
27975,Medium Delay
10516,Long Delay
5336,Long Delay
20545,Medium Delay
21469,Long Delay
16696,Medium Delay
10933,Short Delay
21555,Short Delay
3455,Short Delay
12937,Short Delay
34704,Medium Delay
15015,Long Delay
24868,Medium Delay
14399,Short Delay
25399,Medium Delay
22106,Medium Delay
7508,Medium Delay
26360,Medium Delay
2405,Short Delay
9031,Short Delay
24448,Short Delay
16505,Short Delay
22458,Long Delay
13690,Medium Delay
3434,Long Delay
24355,Medium Delay
10189,Short Delay
26471,Short Delay
29460,Short Delay
22591,Medium Delay
3766,Short Delay
34622,Long Delay
33944,Long Delay
20489,Medium Delay
20844,Medium Delay
30556,Short Delay
31757,Short Delay
20211,Short Delay
19880,Short Delay
2085,Short Delay
9267,Medium Delay
2827,Short Delay
18065,Short Delay
4146,Medium Delay
32910,Short Delay
11154,Short Delay
34577,Medium Delay
8347,Short Delay
6192,Short Delay
13706,Medium Delay
14137,Medium Delay
11676,Short Delay
32105,Short Delay
31126,Medium Delay
27579,Medium Delay
14572,Short Delay
12245,Short Delay
21585,Short Delay
7490,Medium Delay
22136,Short Delay
14052,Short Delay
3300,Medium Delay
30432,Medium Delay
5357,Medium Delay
27110,Medium Delay
16585,Short Delay
1647,Long Delay
28251,Medium Delay
445,Short Delay
9924,Short Delay
16495,Short Delay
20761,Short Delay
48,Long Delay
32076,Short Delay
19414,Short Delay
31065,Short Delay
31188,Short Delay
34808,Short Delay
12384,Medium Delay
17759,Short Delay
19460,Long Delay
8933,Short Delay
32545,Short Delay
32697,Short Delay
11844,Short Delay
32144,Medium Delay
7705,Medium Delay
11261,Short Delay
2904,Short Delay
11706,Long Delay
35177,Short Delay
26482,Medium Delay
1809,Short Delay
17555,Short Delay
18067,Medium Delay
10774,Short Delay
7734,Long Delay
15987,Short Delay
11000,Medium Delay
3079,Short Delay
17226,Medium Delay
3761,Short Delay
1721,Medium Delay
12364,Medium Delay
19303,Short Delay
12013,Medium Delay
3874,Short Delay
13506,Medium Delay
17813,Medium Delay
31072,Short Delay
2895,Medium Delay
